Municipios,Año,Algodón a,Algodón b,Arroz a,Arroz,Frijol a,Frijol b,Maiz Tecnificado a,Maiz Tecnificado b,Maiz Tradicional a,Maiz Tradicional b,Sorgo a,Sorgo b,Soya a,Soya b,Tabaco a,Tabaco b
Vijes,2007-01-01,0.0,0.0,0.0,0.0,1.0,0.9,2.0,2.4,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
Yotoco,2007-01-01,0.0,0.0,0.0,4.5,1.8,1.8,5.5,5.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
Yumbo,2007-01-01,0.0,0.0,0.0,0.0,0.7,0.65,6.0,6.0,2.5,2.5,0.0,6.0,0.0,0.0,0.0,0.0
Zarzal,2007-01-01,3.0,0.0,0.0,0.0,0.0,0.0,3.5,3.2,0.0,0.0,3.5,3.5,2.0,2.0,0.0,0.0
Cali,2006-01-01,,,,,0.5,0.5,5.0,6.0,1.0,2.5,,,,,,
AlcalÃ¡,2006-01-01,,,,,0.8,0.8,,,2.5,2.5,,,,,,
Andalucia,2006-01-01,8.0,,,,,0.8,5.5,6.3,2.5,2.5,5.0,6.3,2.5,3.9,,
Ansermanuevo,2006-01-01,,,,,0.8,0.6,,,1.8,1.4,,,,,,
Argelia,2006-01-01,,,,,1.0,1.0,,,2.7,2.0,,,,,,
Bolivar,2006-01-01,1.0,,,,0.8,0.8,5.0,5.0,2.5,1.5,5.0,5.0,,,2.0,2.0
Buenaventura,2006-01-01,,,2.0,2.5,,,,,2.0,0.7,,,,,,
Buga,2006-01-01,4.5,,6.0,6.0,1.1,1.2,6.0,6.0,2.3,2.5,5.0,5.0,2.5,3.0,,
Bugalagrande,2006-01-01,4.0,,,,1.0,0.8,5.0,6.0,4.0,3.0,,4.0,,2.5,,
Caicedonia,2006-01-01,,,,,0.3,0.3,6.0,6.0,2.0,2.0,,,2.2,2.2,,
Candelaria,2006-01-01,,,,,,,4.5,2.5,,,4.0,3.7,,,,
Cartago,2006-01-01,,,,,0.8,0.8,3.5,6.5,0.8,1.2,,,1.5,2.0,,
Dagua,2006-01-01,,,,,0.8,0.8,,,1.7,1.7,,,,,,
DariÃ©n,2006-01-01,,,,,2.5,1.4,,,2.8,1.4,,,,,,
El Aguila,2006-01-01,,,,,0.7,0.6,,,2.6,3.0,,,,,,
El Cairo,2006-01-01,,,,,1.1,0.8,,,3.1,1.8,,,,,,
El Cerrito,2006-01-01,,,,,,,5.7,5.7,3.8,0.0,,,,,,
El Dovio,2006-01-01,,,,,0.4,0.4,,,2.9,2.2,,,,,,
Florida,2006-01-01,,,,,0.7,0.8,6.0,6.0,1.9,2.3,4.5,4.5,4.5,,,2.0
Ginebra,2006-01-01,,,6.0,6.3,1.0,1.0,5.5,5.6,2.5,2.3,4.4,4.3,2.3,2.3,,
GuacarÃ­,2006-01-01,3.4,,,,0.9,0.9,6.0,5.0,2.0,3.0,4.0,5.0,3.0,,,
JamundÃ­,2006-01-01,,,6.5,6.5,0.6,,6.0,6.0,4.5,3.8,4.5,4.5,1.8,1.8,,
La Cumbre,2006-01-01,,,,,1.0,1.1,,,19.4,19.4,,,,,,
La UniÃ³n,2006-01-01,2.5,,,,0.8,0.7,6.0,6.0,1.6,1.6,6.0,6.0,,,2.5,2.5
La Victoria,2006-01-01,,,,,1.2,,5.0,4.5,2.5,3.0,4.5,4.5,,,,
Obando,2006-01-01,3.4,,,,0.5,0.8,6.1,6.5,1.2,3.5,4.0,5.0,2.5,2.5,2.5,2.5
Palmira,2006-01-01,,,,,0.9,0.8,1.7,5.4,1.4,1.4,,4.5,,,,
Pradera,2006-01-01,,,,,0.8,0.8,4.5,4.5,2.2,2.3,4.0,4.0,2.0,2.5,,
Restrepo,2006-01-01,,,,,0.8,1.0,,,1.3,1.6,,,,,,
RiofrÃ­o,2006-01-01,,,,,0.9,0.9,,5.2,2.5,2.5,,,,,,
Roldanillo,2006-01-01,,,,,0.7,0.7,6.0,7.0,1.7,3.0,5.0,,,,3.0,
San Pedro,2006-01-01,,,,,0.8,0.8,5.5,5.5,1.2,1.2,4.5,4.5,1.5,1.5,,
Sevilla,2006-01-01,,,,,0.9,1.5,4.6,6.5,2.7,2.7,,,,,,
Toro,2006-01-01,,,,,3.8,,4.5,5.2,1.8,,,5.2,4.5,3.2,,1.8
Trujillo,2006-01-01,,,,,0.9,0.8,4.0,4.0,1.0,1.0,,,,,,
TuluÃ¡,2006-01-01,,,,8.2,0.8,1.0,5.8,5.2,3.9,3.0,,6.0,,,,
Ulloa,2006-01-01,,,,,0.8,0.8,,,2.0,2.0,,,,,,
Versalles,2006-01-01,,,,,1.1,0.9,,,1.4,1.3,,,,,,
Vijes,2006-01-01,,,,,0.7,0.7,2.5,2.5,1.5,1.5,,,,,,
Yotoco,2006-01-01,,,,4.5,1.8,1.9,5.5,5.5,1.5,2.0,6.0,,,,,
Yumbo,2006-01-01,3.5,,,,0.7,0.7,6.0,6.0,2.5,2.5,5.0,4.5,,,,
Zarzal,2006-01-01,2.5,,,,,,3.5,3.0,,,3.2,3.0,2.2,2.0,,
Cali,2005-01-01,0.0,0.0,0.0,0.0,0.4,0.5,5.0,6.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
AlcalÃ¡,2005-01-01,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Andalucia,2005-01-01,3.2,0.0,0.0,0.0,0.0,0.0,5.5,6.8,2.7,2.7,0.0,0.0,2.6,2.6,0.0,0.0
Ansermanuevo,2005-01-01,0.0,0.0,0.0,0.0,0.8,0.8,4.5,5.0,2.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Argelia,2005-01-01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivar,2005-01-01,3.6,0.0,0.0,0.0,0.8,0.8,5.0,5.5,3.5,3.5,5.0,5.0,3.0,3.0,0.0,0.0
Buenaventura,2005-01-01,0.0,0.0,1.8,2.5,0.0,0.0,0.0,0.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Buga,2005-01-01,3.5,0.0,6.0,6.0,1.1,1.2,6.1,6.0,3.5,3.5,5.0,5.0,3.0,3.0,0.0,0.0
Bugalagrande,2005-01-01,3.4,0.0,0.0,0.0,0.8,0.9,5.0,5.0,3.4,3.2,4.0,4.0,0.0,2.5,0.0,0.0
Caicedonia,2005-01-01,0.0,0.0,0.0,0.0,0.3,0.3,6.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Candelaria,2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,3.7,3.7,1.3,1.3,0.0,0.0
Cartago,2005-01-01,3.6,0.0,0.0,0.0,0.78,0.78,5.0,6.5,3.0,3.5,4.0,4.0,2.0,2.1,0.0,0.0
Dagua,2005-01-01,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
DariÃ©n,2005-01-01,0.0,0.0,0.0,0.0,2.5,1.36,0.0,0.0,2.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0
El Aguila,2005-01-01,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,3.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0
El Cairo,2005-01-01,0.0,0.0,0.0,0.0,0.75,0.66,0.0,0.0,3.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0
El Cerrito,2005-01-01,3.6,0.0,6.4,6.4,1.5,1.5,5.5,5.7,3.4,3.8,4.5,4.5,0.0,0.0,0.0,0.0
El Dovio,2005-01-01,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.0,2.7,2.21,0.0,0.0,0.0,0.0,0.0,0.0
Florida,2005-01-01,0.0,0.0,0.0,0.0,0.8,0.8,6.0,6.0,2.2,2.3,4.5,4.5,0.0,0.0,2.0,2.0
Ginebra,2005-01-01,0.0,0.0,6.5,6.3,1.1,0.95,5.5,5.6,2.1,2.3,4.4,4.3,2.3,2.4,0.0,0.0
GuacarÃ­,2005-01-01,3.7,0.0,0.0,0.0,0.25,0.65,5.0,5.0,2.1,2.3,4.0,4.0,0.0,0.0,2.0,2.0
JamundÃ­,2005-01-01,0.0,0.0,7.0,6.5,0.6,0.6,5.5,5.5,2.0,2.5,4.5,4.5,2.4,2.4,0.0,0.0
La Cumbre,2005-01-01,0.0,0.0,0.0,0.0,1.1,1.1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
La UniÃ³n,2005-01-01,3.9,0.0,0.0,0.0,0.81,0.81,6.0,6.0,2.3,2.5,6.0,6.0,2.5,2.5,2.5,2.5
La Victoria,2005-01-01,3.2,0.0,0.0,0.0,1.2,1.2,5.5,5.5,3.0,3.0,4.5,4.5,0.0,2.1,0.0,0.0
Obando,2005-01-01,3.4,0.0,0.0,0.0,0.8,0.7,6.5,7.0,2.4,2.6,4.0,4.0,2.5,2.5,2.5,2.5
Palmira,2005-01-01,0.0,0.0,0.0,0.0,1.6,0.75,5.3,5.4,2.5,2.7,4.6,4.5,2.0,2.5,2.5,2.2
Pradera,2005-01-01,0.0,0.0,0.0,0.0,0.78,0.78,4.5,4.5,2.2,2.3,4.0,4.0,2.0,2.0,0.0,0.0
Restrepo,2005-01-01,0.0,0.0,0.0,0.0,0.8,0.85,0.0,0.0,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0
RiofrÃ­o,2005-01-01,0.0,0.0,0.0,0.0,0.9,0.87,5.0,5.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Roldanillo,2005-01-01,3.3,0.0,0.0,0.0,0.65,0.76,6.5,6.5,2.8,2.9,5.0,5.0,0.0,2.1,2.9,2.9
San Pedro,2005-01-01,0.0,0.0,0.0,0.0,0.75,0.75,5.5,5.5,2.0,2.0,4.5,4.5,1.5,1.5,0.0,0.0
Sevilla,2005-01-01,0.0,0.0,0.0,0.0,1.25,0.5,5.75,5.0,2.5,2.7,0.0,0.0,0.0,0.0,0.0,0.0
Toro,2005-01-01,3.7,0.0,0.0,0.0,0.0,3.5,5.5,5.5,0.0,0.0,3.7,3.7,2.5,3.0,1.8,1.8
Trujillo,2005-01-01,0.0,0.0,0.0,0.0,1.5,1.5,0.0,6.0,2.0,2.0,4.5,4.5,0.0,0.0,0.0,0.0
TuluÃ¡,2005-01-01,3.6,0.0,7.5,7.5,1.0,1.0,5.0,5.0,3.2,3.2,4.0,4.0,2.5,2.5,0.0,0.0
Ulloa,2005-01-01,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Versalles,2005-01-01,0.0,0.0,0.0,0.0,0.985,1.09,0.0,0.0,2.7,2.9,0.0,0.0,0.0,0.0,0.0,0.0
Vijes,2005-01-01,0.0,0.0,0.0,0.0,0.7,0.85,0.0,0.0,2.7,2.5,4.4,4.6,0.0,0.0,0.0,0.0
Yotoco,2005-01-01,0.0,0.0,0.0,0.0,2.0,2.0,5.5,5.5,2.5,2.3,0.0,0.0,0.0,0.0,0.0,0.0
Yumbo,2005-01-01,3.4,0.0,0.0,0.0,0.65,0.65,6.0,6.0,2.5,2.5,4.5,4.5,0.0,0.0,0.0,0.0
Zarzal,2005-01-01,3.2,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,4.0,3.5,2.5,2.5,0.0,0.0
Cali,2004-01-01,0.0,0.0,0.0,0.0,0.6,0.5,5.0,6.0,2.0,2.5,4.5,3.8,2.2,1.8,0.0,0.0
AlcalÃ¡,2004-01-01,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Andalucia,2004-01-01,3.8,0.0,0.0,0.0,0.0,0.0,4.25,5.5,2.0,2.7,4.0,0.0,2.5,2.6,0.0,0.0
Ansermanuevo,2004-01-01,0.0,0.0,0.0,0.0,0.5,0.76,6.0,6.4,0.5,1.7,0.0,0.0,2.3,2.3,0.0,0.0
Argelia,2004-01-01,0.0,0.0,0.0,0.0,0.6,0.77,0.0,0.0,1.55,2.7,0.0,0.0,0.0,0.0,0.0,0.0
Bolivar,2004-01-01,3.6,0.0,0.0,0.0,0.8,0.76,5.0,5.4,2.5,1.9,5.0,4.7,2.2,0.0,2.0,2.0
Buenaventura,2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Buga,2004-01-01,4.1,0.0,6.0,6.0,1.1,1.2,5.6,6.1,2.3,2.5,4.9,5.0,2.9,3.0,0.0,0.0
Bugalagrande,2004-01-01,4.0,0.0,0.0,0.0,0.9,0.9,5.0,5.0,1.2,2.0,4.0,4.0,2.5,2.5,0.0,0.0
Caicedonia,2004-01-01,0.0,0.0,0.0,0.0,0.3,0.3,6.0,6.0,2.0,2.0,0.0,0.0,2.6,2.3,0.0,0.0
Candelaria,2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,0.0,0.0,5.0,3.7,2.0,2.0,0.0,0.0
Cartago,2004-01-01,4.1,0.0,0.0,0.0,0.78,0.78,5.45,5.7,1.2,1.2,4.0,4.5,2.2,2.1,0.0,0.0
Dagua,2004-01-01,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,1.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0
DariÃ©n,2004-01-01,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0.0,1.36,1.36,0.0,0.0,0.0,0.0,0.0,0.0
El Aguila,2004-01-01,0.0,0.0,0.0,0.0,0.62,0.6,0.0,0.0,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0
El Cairo,2004-01-01,0.0,0.0,0.0,0.0,0.58,0.659,0.0,0.0,1.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0
El Cerrito,2004-01-01,4.0,0.0,6.0,6.0,0.9,0.9,8.0,8.0,0.0,0.0,4.5,4.6,0.0,0.0,0.0,0.0
El Dovio,2004-01-01,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.0,1.77,2.212,0.0,0.0,0.0,0.0,0.0,0.0
Florida,2004-01-01,0.0,0.0,0.0,0.0,1.2,0.7,6.0,6.0,1.8,1.9,3.5,4.5,2.0,0.0,2.0,0.0
Ginebra,2004-01-01,0.0,0.0,6.0,0.0,1.2,0.75,5.3,5.5,1.4,1.7,4.5,4.4,2.3,2.4,0.0,0.0
GuacarÃ­,2004-01-01,3.95,0.0,0.0,0.0,0.95,0.85,5.0,5.3,2.0,1.7,3.5,3.4,0.0,0.0,2.3,2.0
JamundÃ­,2004-01-01,3.5,0.0,6.0,6.5,0.7,0.7,5.0,5.2,1.2,1.6,4.5,4.0,2.3,2.0,0.0,1.2
La Cumbre,2004-01-01,0.0,0.0,0.0,0.0,1.1,1.1,0.0,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0
La UniÃ³n,2004-01-01,3.87,0.0,0.0,0.0,0.81,0.81,5.5,5.5,1.6,1.6,4.5,5.5,2.5,2.5,2.5,2.5
La Victoria,2004-01-01,4.0,0.0,0.0,0.0,0.75,1.2,4.5,5.5,0.75,0.5,4.0,4.5,2.0,2.1,0.0,0.0
Obando,2004-01-01,4.2,0.0,0.0,0.0,0.6,0.7,6.5,5.0,1.25,1.15,0.0,4.0,2.45,2.0,2.5,2.5
Palmira,2004-01-01,0.0,0.0,0.0,0.0,1.6,0.75,5.3,5.3,2.5,1.4,4.6,4.5,2.0,2.5,2.5,2.2
Pradera,2004-01-01,0.0,0.0,0.0,0.0,0.78,0.9,4.5,5.0,1.4,1.7,4.0,4.6,2.0,2.1,0.0,0.0
Restrepo,2004-01-01,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
RiofrÃ­o,2004-01-01,0.0,0.0,0.0,0.0,1.0,0.82,0.0,0.0,1.2,1.4,0.0,0.0,2.5,2.4,0.0,0.0
Roldanillo,2004-01-01,4.25,0.0,0.0,0.0,0.7625,0.7625,6.5,5.5,2.8,2.8,5.0,5.0,0.0,0.0,2.5,2.5
San Pedro,2004-01-01,3.8,0.0,0.0,0.0,0.75,0.75,5.5,5.5,1.2,1.2,4.5,4.5,1.8,1.5,0.0,0.0
Sevilla,2004-01-01,0.0,0.0,0.0,0.0,1.17,1.25,5.7,6.5,2.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Toro,2004-01-01,3.65,0.0,0.0,0.0,0.9,0.95,4.1,5.3,2.5,2.5,3.7,5.0,2.3,2.5,1.8,2.1
Trujillo,2004-01-01,0.0,0.0,0.0,0.0,0.9,1.5,6.0,6.0,3.0,3.0,4.5,4.5,0.0,0.0,0.0,0.0
TuluÃ¡,2004-01-01,3.57,0.0,0.0,5.8,0.86,0.72,5.88,5.0,1.13,3.2,4.53,4.0,2.16,2.5,0.0,0.0
Ulloa,2004-01-01,0.0,0.0,0.0,0.0,0.6,0.75,0.0,0.0,3.0,1.002,0.0,0.0,0.0,0.0,0.0,0.0
Versalles,2004-01-01,0.0,0.0,0.0,0.0,0.985,0.985,0.0,0.0,1.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0
Vijes,2004-01-01,0.0,0.0,0.0,0.0,0.7,0.89,0.0,0.0,1.5,1.8,4.4,4.0,0.0,0.0,0.0,0.0
Yotoco,2004-01-01,3.3,0.0,0.0,0.0,0.8,2.0,6.2,5.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Yumbo,2004-01-01,4.0,0.0,0.0,0.0,0.65,0.65,6.0,6.0,2.5,0.27,4.5,1.17,0.0,0.0,0.0,0.0
Zarzal,2004-01-01,3.9,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,3.5,3.18,3.2,3.0,0.0,0.0
Cali,2003-01-01,3.27,0.0,6.0,6.15,0.6,0.57,5.0,5.8,2.0,2.5,4.0,4.2,0.0,2.0,0.0,0.0
AlcalÃ¡,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Andalucia,2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,0.0,0.0,0.0,0.0,2.3,2.3,0.0,0.0
Ansermanuevo,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,6.0,6.4,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
Argelia,2003-01-01,0.0,0.0,0.0,0.0,0.5,0.48,0.0,0.0,1.4,1.55,0.0,0.0,0.0,0.0,0.0,0.0
Bolivar,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,5.0,5.4,1.5,1.9,5.0,4.7,2.2,2.2,0.0,2.0
Buenaventura,2003-01-01,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Buga,2003-01-01,3.54,0.0,6.0,6.2,1.1,1.0,5.5,5.8,2.3,2.0,4.8,4.7,2.2,2.0,0.0,0.0
Bugalagrande,2003-01-01,0.0,0.0,0.0,0.0,0.9,0.85,5.0,5.4,1.0,1.3,4.0,4.0,2.5,2.4,0.0,0.0
Caicedonia,2003-01-01,0.0,0.0,0.0,0.0,0.3,0.29,6.0,6.4,2.0,2.5,0.0,0.0,2.6,2.6,1.8,2.0
Candelaria,2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.3,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0
Cartago,2003-01-01,3.45,0.0,0.0,0.0,0.78,0.75,5.0,5.4,1.2,1.5,4.0,4.0,2.3,2.3,0.0,0.0
Dagua,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,0.0,0.0,1.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0
DariÃ©n,2003-01-01,0.0,0.0,0.0,0.0,1.0,0.95,0.0,0.0,1.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0
El Aguila,2003-01-01,0.0,0.0,0.0,0.0,0.56,0.55,0.0,0.0,1.19,1.8,0.0,0.0,0.0,0.0,0.0,0.0
El Cairo,2003-01-01,0.0,0.0,0.0,0.0,0.58,0.55,0.0,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0
El Cerrito,2003-01-01,0.0,0.0,6.0,5.95,1.0,0.95,8.0,8.5,0.0,0.0,5.0,4.6,3.0,3.0,0.0,0.0
El Dovio,2003-01-01,0.0,0.0,0.0,0.0,1.12,0.91,0.0,0.0,1.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Florida,2003-01-01,0.0,0.0,0.0,0.0,1.2,1.1,6.0,6.4,2.5,2.0,3.5,3.4,0.0,0.0,2.5,2.0
Ginebra,2003-01-01,0.0,0.0,6.0,6.15,1.2,1.1,5.3,5.5,1.4,1.8,4.5,4.5,2.5,2.3,0.0,0.0
GuacarÃ­,2003-01-01,0.0,0.0,0.0,0.0,0.9,0.85,5.0,5.3,1.14,1.7,3.5,3.4,2.0,2.0,2.2,2.0
JamundÃ­,2003-01-01,0.0,0.0,6.0,6.0,0.7,0.67,4.9,5.2,1.2,1.5,4.5,4.5,2.3,2.3,0.0,0.0
La Cumbre,2003-01-01,0.0,0.0,0.0,0.0,1.1,1.0,0.0,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0
La UniÃ³n,2003-01-01,2.72,0.0,0.0,0.0,0.0,0.0,5.5,5.8,0.0,0.0,4.5,4.5,2.5,2.45,0.0,0.0
La Victoria,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,4.5,4.8,1.0,1.4,4.5,4.5,2.5,2.5,0.0,0.0
Obando,2003-01-01,0.0,0.0,0.0,0.0,0.6,0.57,5.4,5.8,0.8,1.6,0.0,4.0,2.1,2.1,0.0,0.0
Palmira,2003-01-01,0.0,0.0,0.0,0.0,0.75,0.71,0.0,0.0,1.4,1.8,4.5,4.5,2.5,2.5,2.2,2.2
Pradera,2003-01-01,0.0,0.0,0.0,0.0,0.78,0.74,4.5,4.8,1.4,1.8,4.0,4.0,2.0,2.1,0.0,0.0
Restrepo,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,0.0,0.0,1.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0
RiofrÃ­o,2003-01-01,0.0,0.0,0.0,0.0,1.2,1.0,0.0,0.0,1.35,1.7,0.0,0.0,2.0,2.0,0.0,0.0
Roldanillo,2003-01-01,3.27,0.0,0.0,0.0,0.8,0.77,4.4,4.7,1.8,2.0,4.6,4.6,0.0,0.0,2.1,2.1
San Pedro,2003-01-01,0.0,0.0,0.0,0.0,0.75,0.72,5.5,5.8,1.2,1.5,4.5,4.5,0.0,0.0,0.0,0.0
Sevilla,2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toro,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.76,5.0,5.3,2.0,2.0,5.0,5.0,2.5,2.5,2.0,2.1
Trujillo,2003-01-01,0.0,0.0,0.0,0.0,0.85,0.82,6.0,6.4,1.4,1.8,4.5,4.5,0.0,2.2,0.0,0.0
TuluÃ¡,2003-01-01,3.27,0.0,0.0,0.0,0.8,0.78,6.0,6.4,1.4,1.6,4.5,4.5,2.3,2.3,2.0,2.2
Ulloa,2003-01-01,0.0,0.0,0.0,0.0,0.8,0.51,0.0,0.0,3.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0
Versalles,2003-01-01,0.0,0.0,0.0,0.0,0.9,0.93,0.0,0.0,1.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0
Vijes,2003-01-01,3.36,0.0,0.0,0.0,0.7,0.67,0.0,0.0,1.5,1.9,4.4,4.4,0.0,0.0,0.0,0.0
Yotoco,2003-01-01,0.0,0.0,6.0,5.7,0.8,0.76,4.2,4.5,2.0,2.5,0.0,0.0,0.0,2.3,0.0,0.0
Yumbo,2003-01-01,0.0,0.0,0.0,0.0,0.65,0.62,5.7,6.0,2.3,2.7,4.5,4.5,2.0,2.1,0.0,0.0
Zarzal,2003-01-01,3.45,0.0,0.0,0.0,0.0,0.0,5.0,5.25,0.0,0.0,3.8,3.5,2.5,2.5,0.0,2.5
Cali,2002-01-01,0.0,0.0,6.0,6.0,0.6,0.6,5.0,5.5,2.0,2.28,4.4,4.4,1.7,2.0,0.0,0.0
AlcalÃ¡,2002-01-01,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Andalucia,2002-01-01,3.6,0.0,6.5,0.0,0.0,0.0,5.0,3.5,0.0,0.0,4.0,0.0,2.3,2.3,0.0,0.0
Ansermanuevo,2002-01-01,0.0,0.0,0.0,0.0,0.8,0.8,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Argelia,2002-01-01,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivar,2002-01-01,4.6,0.0,0.0,0.0,0.8,0.8,5.0,5.0,1.5,1.5,5.0,5.0,2.0,2.2,0.0,2.0
Buenaventura,2002-01-01,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Buga,2002-01-01,3.6,0.0,6.0,6.0,1.1,1.1,5.5,5.5,2.3,2.3,4.8,4.8,2.6,2.0,0.0,0.0
Bugalagrande,2002-01-01,3.0,0.0,0.0,0.0,0.9,0.9,4.2,5.0,1.4,1.0,4.0,4.0,2.2,2.5,0.0,0.0
Caicedonia,2002-01-01,0.0,0.0,0.0,0.0,0.5,0.3,5.4,6.0,2.0,2.0,0.0,0.0,2.3,2.6,2.0,1.8
Candelaria,2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0
Cartago,2002-01-01,3.8,0.0,0.0,0.0,0.78,0.78,4.75,5.0,1.2,1.2,5.5,4.0,2.3,2.1,0.0,0.0
Dagua,2002-01-01,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0
DariÃ©n,2002-01-01,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0
El Aguila,2002-01-01,0.0,0.0,0.0,0.0,0.62,0.562,0.0,0.0,1.1,1.186,0.0,0.0,0.0,0.0,2.3,0.0
El Cairo,2002-01-01,0.0,0.0,0.0,0.0,0.473,0.579,0.0,0.0,1.481,1.573,0.0,0.0,0.0,0.0,0.0,0.0
El Cerrito,2002-01-01,3.8,0.0,6.0,6.0,1.0,1.0,5.0,8.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0
El Dovio,2002-01-01,0.0,0.0,0.0,0.0,0.8,0.96,0.0,0.0,1.3,1.779,0.0,0.0,0.0,0.0,0.0,0.0
Florida,2002-01-01,0.0,0.0,0.0,0.0,1.2,1.2,6.0,6.0,1.8,0.0025,3.5,3.5,2.0,0.0,2.0,2.0
Ginebra,2002-01-01,0.0,0.0,6.0,6.0,1.2,1.2,5.3,5.3,1.4,1.4,4.5,4.5,2.3,2.3,0.0,0.0
GuacarÃ­,2002-01-01,2.9,0.0,0.0,0.0,0.9,0.9,5.0,5.0,1.4,1.14,3.5,3.5,2.0,2.0,1.8,1.8
